Item,Q4 2007,Q4 2008,Q2 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
I. Vốn chủ sở hữu,14682000000.0,12578000000.0,9866000000.0,75290368394.0,76078664076.0,74119070691.0,74863135013.0,76998224902.0,76767111914.0,73783770330.0,74771095251.0,78067566596.0,76761897653.0,72074472859.0,72839844756.0,76775093230.0,79731270949.0,75023814872.0,76492286132.0,82390395082.0,83003305829.0,81355861324.0,82248004733.0,83675543603.0,85415638906.0,82768499695.0,82726150192.0,84871228070.0,85725724466.0,81978368400.0,83786837096.0,85443000422.0,85869103598.0,82665888860.0,85093000670.0,86437140817.0,87183615322.0,84308712652.0,85052105700.0,87174557150.0,88254851210.0,85143623981.0,86582367482.0,88058712063.0,88745703707.0,85281620233.0,85823175099.0,83925377414.0,84537723057.0,81375141115.0,82012528018.0,81557071228.0,81827594689.0,80614453259.0,81150948899.0,81425061229.0,81896913816.0,78470015753.0,78933307843.0
1. Vốn đầu tư của chủ sở hữu,0.0,0.0,0.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0,40500000000.0
2. Thặng dư vốn cổ phần,0.0,0.0,0.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20250000000.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0,20354652347.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0,3000000000.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-1223100000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0,-573800000.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610483819.0,72955686.0,72955686.0,72955686.0,1597098738.0,0.0,0.0,0.0,55005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,4769000000.0,6368000000.0,7511000000.0,7511229430.0,7511229430.0,7875481533.0,7875481533.0,7875481533.0,7875481533.0,8081755022.0,8081755022.0,8081755022.0,8081755022.0,8154723439.0,8154723439.0,5154723439.0,5154723439.0,5248745826.0,5248745826.0,5248745826.0,5248745826.0,5865518956.0,5865518956.0,5865518956.0,8281212494.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0,8642975684.0
9. Quỹ dự phòng tài chính,647000000.0,1090000000.0,1294000000.0,1293720612.0,1293720612.0,1499816642.0,1499816642.0,1499816642.0,1499816642.0,1741804593.0,1741804593.0,1741804593.0,1741804593.0,1998525395.0,1998525395.0,1998525395.0,1998525395.0,2250479908.0,2250479908.0,2250479908.0,2250479908.0,2415693538.0,2415693538.0,2415693538.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,9266000000.0,5120000000.0,1061000000.0,6958518352.0,7746814034.0,5216872516.0,5960936838.0,7485542908.0,7791958053.0,4360355029.0,5347679950.0,7120008243.0,7411438038.0,2394324025.0,3159695922.0,7094889391.0,10051122115.0,4997689138.0,6466160398.0,12364269348.0,12977180095.0,10547748830.0,11439892239.0,12867431109.0,14607526412.0,11598624011.0,11556274508.0,13701352386.0,14555848782.0,10808492716.0,12616961412.0,14273124738.0,14699227914.0,11496013176.0,13923124986.0,14617965133.0,15259787291.0,12384884621.0,13128277669.0,15250729119.0,16331023179.0,13219795950.0,14658539451.0,16134884032.0,16821875676.0,13357792202.0,13899347068.0,12001549383.0,12613895026.0,9451313084.0,10088699987.0,9633243197.0,9903766658.0,8690625228.0,9227120868.0,9501233198.0,9973085785.0,6546187722.0,7009479812.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,,,,,,,,,,,,,,,9322800775.0,9322800775.0,9322800775.0,13730149989.0,10014183189.0,10014183189.0,10014183189.0,14273124738.0,10283901697.0,10283901697.0,10283901697.0,14451096411.0,10432096411.0,10432096411.0,10432096411.0,15244281579.0,10760892579.0,10760892579.0,10802892449.0,16112870024.0,11553393681.0,11551148946.0,11551148946.0,12001549383.0,7623758383.0,7623758383.0,7623758383.0,9649039099.0,7371584904.0,7371584904.0,7371584904.0,9527681542.0,4767744542.0,4767744542.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,,,,,,,,,,,,,,,2275823236.0,2233473733.0,4378551611.0,825698793.0,794309527.0,2602778223.0,4258941549.0,426103176.0,1212111479.0,3639223289.0,4334063436.0,808690880.0,1952788210.0,2696181258.0,4818632708.0,1086741600.0,2458903371.0,3897646872.0,5331991583.0,709005652.0,1804398521.0,2348198122.0,450400437.0,612345643.0,1827554701.0,2464941604.0,2009484814.0,254727559.0,1319040324.0,1855535964.0,2129648294.0,445404243.0,1778443180.0,2241735270.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,218579000000.0,245457000000.0,198699000000.0,265548020620.0,285926780029.0,249655332980.0,251421764958.0,233478728906.0,229412809830.0,219133874843.0,190135638398.0,189234498822.0,193246369903.0,181239340975.0,185716221732.0,191300539041.0,203966071485.0,207391810455.0,197357247003.0,207502871408.0,189246045041.0,191722767674.0,200048479868.0,261308846416.0,214042197072.0,199157013454.0,197872379506.0,213147869266.0,219783960176.0,226368576503.0,219402048429.0,198381225640.0,182493817080.0,176988842439.0,185524672186.0,205728880437.0,231446328235.0,205135063420.0,188316003479.0,212163707052.0,178205648290.0,178503150047.0,172641509207.0,189816584076.0,172352294439.0,169856566491.0,149734998744.0,158478156329.0,145838185504.0,148518091582.0,148102880770.0,170433837560.0,151458655100.0,130053088050.0,137403143269.0,154403948496.0,144493119715.0,137775697840.0,142421867089.0
