Item,Q4 2002,Q4 2003,Q4 2004,Q4 2005,Q3 2006,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
5. Tài sản ngắn hạn khác,,,10363000000.0,,,1437022529.0,,,28233542288.0,884690200.0,1690378322.0,21790940019.0,17530338142.0,17982917536.0,62018703869.0,84448226710.0,40147786805.0,452612329804.0,420595837909.0,59674559133.0,58341951220.0,746791040090.0,743649382935.0,750468540949.0,746546575324.0,26437166914.0,156387642888.0,69619374079.0,98969691226.0,22595497554.0,30132492958.0,42746703764.0,33800208658.0,27609020471.0,39638216995.0,50630093906.0,51790646591.0,31785859896.0,32867657464.0,115414392136.0,96873244761.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,40517000000.0,62094000000.0,88532000000.0,198771000000.0,294999677944.0,335049982851.0,361205829428.0,446472993927.0,630562062143.0,979465006879.0,1230974405908.0,1373160968958.0,1388192285670.0,1402306271024.0,1435541483453.0,1522387349536.0,1654159932597.0,2541576050938.0,2762359278030.0,3021944841180.0,3263555925917.0,3673140870980.0,3426790153978.0,3428267771597.0,3523555591036.0,3614584884795.0,3615992189026.0,3617051481112.0,3654039608700.0,3988283980154.0,4152376684146.0,4249318985038.0,4439276954827.0,4663305002078.0,4777748478667.0,5037030653242.0,5098384624455.0,5697774385605.0,5886209643197.0,6340841830217.0,6849675532914.0,6773824789253.0,7233794788358.0,7543128306562.0,7484135769767.0,7830410830267.0,7739026250158.0,7824884427174.0,7926685854116.0,8972219294530.0,9119541571431.0,9528214377917.0,10619213737485.0,11352494084645.0,11829804916473.0,12526152004775.0,13844914861433.0,14620661733724.0,14839183674775.0,14938070369160.0,15284122357685.0,16141090782024.0,16568753168985.0,17346167199680.0,17589371624276.0,18579859430879.0,18983948809040.0,19135844889005.0,19857626692533.0,20721483952116.0,21216668704842.0,21765967171287.0,22580733074663.0
I. Các khoản phải thu dài hạn,,,0.0,194000000.0,0.0,100000000.0,100000000.0,0.0,0.0,5893620000.0,6240209830.0,6131016930.0,6103624830.0,6229624830.0,5254965860.0,126000000.0,126000000.0,771788810.0,939074250.0,1321289902.0,126000000.0,376000000.0,1673278786.0,376000000.0,376000000.0,1028639950.0,1028639950.0,1028639950.0,1028639950.0,1434084775.0,1245084775.0,1245084775.0,1235264525.0,1212664525.0,1109764526.0,1109764525.0,1109764525.0,0.0,13420067023.0,0.0,0.0,114739263408.0,354892184813.0,364224312786.0,343908769069.0,341282646583.0,386010703491.0,310414772418.0,319077395388.0,242466039605.0,247216967692.0,246396148990.0,254769962478.0,109788240926.0,126032832385.0,114090708904.0,249946553286.0,221517306313.0,331255073782.0,348427785518.0,371632861351.0,242872863326.0,245989451844.0,326698907178.0,168588399483.0,167244119883.0,187691154423.0,177183560180.0,198477998944.0,225090876189.0,223260548278.0,228789446693.0,237407427718.0
1. Phải thu dài hạn của khách hàng,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2937569818.0,0.0,0.0,0.0,242327520000.0,242327520000.0,242327520000.0,242327520000.0,242327520000.0,161551680000.0,161551680000.0,161551680000.0,161551680000.0,161551680000.0,161551680000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392794707.0,79230652.0,0.0,27000000000.0,427917600.0,84637936400.0,91148113400.0,91149360800.0,93992225574.0,93568407678.0,93335081908.0,2574676673.0,2268758773.0,1843371213.0,1505789237.0,1291670151.0,1189922137.0,1002905644.0,729134337.0,582878037.0
5. Phải thu dài hạn khác,,,0.0,,0.0,100000000.0,,0.0,0.0,5893620000.0,6240209830.0,6131016930.0,6103624830.0,6229624830.0,5254965860.0,126000000.0,126000000.0,788823810.0,956109250.0,1321289902.0,126000000.0,376000000.0,1673278786.0,376000000.0,376000000.0,1028639950.0,1028639950.0,1028639950.0,1028639950.0,1434084775.0,1245084775.0,1245084775.0,1235264525.0,1212664525.0,1109764526.0,1109764525.0,1109764525.0,0.0,65024149455.0,0.0,0.0,168590091636.0,166415493041.0,175747621014.0,155282077297.0,152655954811.0,197384011719.0,202563920646.0,211226543616.0,135643533423.0,140394461510.0,139573642808.0,147947456296.0,164124620037.0,180682775551.0,168819882722.0,277675727104.0,275818562531.0,301346311200.0,312008845936.0,335212674369.0,203609811570.0,207150217984.0,288092999088.0,220742896628.0,219704534928.0,240576957028.0,228050253580.0,249558811430.0,276273436689.0,274630125271.0,280432794993.0,289197032318.0
6. Dự phòng phải thu dài hạn khó đòi,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17035000.0,-17035000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54541652250.0,0.0,0.0,-53850828228.0,-53850828228.0,-53850828228.0,-53700828228.0,-53700828228.0,-53700828228.0,-53700828228.0,-53700828228.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-54729173818.0,-52372482637.0,-52372482637.0,-52372482637.0,-52372482637.0,-52372482637.0,-52372482637.0
II. Tài sản cố định,,,74636000000.0,157575000000.0,236550461507.0,262959434474.0,267358000638.0,292948365030.0,379226675880.0,598201183566.0,627822799561.0,722368176478.0,686938729011.0,690300353282.0,716828224777.0,735509767299.0,797221881730.0,941546623842.0,1158519138439.0,1496307956348.0,1619841694640.0,1715952304456.0,1649093855974.0,1721820956983.0,1724271446020.0,1762873766902.0,1716236240115.0,1816996070733.0,1801055022534.0,2076665571110.0,2193553278647.0,2259301890665.0,2364076633033.0,2514473113317.0,2587606222522.0,2879983251745.0,2785315293000.0,3300546513939.0,3456501079353.0,3878758535666.0,4229965401955.0,4331209412185.0,4386355015955.0,4485984585934.0,4472559218947.0,4581152271885.0,4472327146696.0,4750596377970.0,4905909566853.0,5264443175635.0,5189934475460.0,5418766783628.0,5601853847035.0,6513735578258.0,6690492920734.0,6913929593779.0,7184933236936.0,7491241713294.0,7331928850009.0,7365996280591.0,7238790571133.0,8317998687965.0,8373230770473.0,8292676926263.0,8442954951887.0,10398841278372.0,10565697032867.0,10634895059784.0,11384340094228.0,12032914964907.0,11983455355040.0,12232267027235.0,13261738918834.0
1. Tài sản cố định hữu hình,,,74636000000.0,157575000000.0,220376049813.0,247020707565.0,248458659524.0,269865238410.0,345207953542.0,563630131074.0,593457212465.0,682073314115.0,652074908440.0,649811130074.0,672375722997.0,688969307409.0,751838437870.0,889290386319.0,932375159488.0,1260046119458.0,1388104816933.0,1470225664725.0,1401387196514.0,1455208103373.0,1452706376521.0,1489990844397.0,1442851847144.0,1551623907023.0,1521166757306.0,1806909797593.0,1927558720975.0,1993873825909.0,2095842103988.0,2263586993603.0,2318302259026.0,2606239317936.0,2519602194386.0,2998002341729.0,3156778728319.0,3574444239375.0,3937577119631.0,4010358393448.0,4079925527837.0,4182577930935.0,4165015465973.0,4122467667043.0,4053194361429.0,4347930503809.0,4312300652250.0,4602651213247.0,4541394101405.0,4583203024348.0,4775652459126.0,5207125950106.0,5371955089509.0,5624076548664.0,5921194339384.0,6294464984187.0,6167742785461.0,6222257491428.0,6134425748719.0,7219727606116.0,7285925964352.0,7225475515955.0,7360311588243.0,9260938430651.0,9444684229515.0,9515909907091.0,10171786476096.0,10714231138520.0,10712640558475.0,11033012522093.0,12077071951731.0
Nguyên giá,,,150432000000.0,275907000000.0,400773574250.0,451624514771.0,486672596423.0,538956526169.0,642395439880.0,896152857335.0,987332296471.0,1125146663359.0,1121452280617.0,1159059731729.0,1232587404551.0,1300436517468.0,1415438452554.0,1588193647857.0,1705579997477.0,2100209831629.0,2287151021572.0,2434077361496.0,2419017573842.0,2546275195616.0,2599776479399.0,2677614497404.0,2717559424702.0,2970277888298.0,2930961814825.0,3396114230189.0,3591521221598.0,3664995682633.0,3857584415002.0,4133884628323.0,4301942634307.0,4694085364400.0,4501596948310.0,5352532953679.0,5651006884614.0,6202769380268.0,6670238211024.0,6975640312089.0,7229372792110.0,7519989904869.0,7732731625188.0,7923148003085.0,8043319197008.0,7671584511049.0,7837866756569.0,8279171828874.0,8419195875081.0,8604654317375.0,8812874138516.0,9471378508230.0,9760946598330.0,10210508880253.0,10758325050019.0,11268316517338.0,11293649423849.0,11608745950288.0,11778831504074.0,12945762081818.0,13288879353251.0,13534712119585.0,13976823237129.0,16080827716168.0,16618965796943.0,17040369238508.0,18073106369201.0,19007982397113.0,19440703827238.0,20142862455487.0,21616988146434.0
Giá trị hao mòn lũy kế,,,-75796000000.0,-118332000000.0,-180397524437.0,-204603807206.0,-238213936899.0,-269091287759.0,-297187486338.0,-332522726261.0,-393875084006.0,-443073349244.0,-469377372177.0,-509248601655.0,-560211681554.0,-611467210059.0,-663600014684.0,-698903261538.0,-773204837989.0,-840163712171.0,-899046204639.0,-963851696771.0,-1017630377328.0,-1091067092243.0,-1147070102878.0,-1187623653007.0,-1274707577558.0,-1418653981275.0,-1409795057519.0,-1589204432596.0,-1663962500623.0,-1671121856724.0,-1761742311014.0,-1870297634720.0,-1983640375281.0,-2087846046464.0,-1981994753924.0,-2354530611950.0,-2494228156295.0,-2628325140893.0,-2732661091393.0,-2965281918641.0,-3149447264273.0,-3337411973934.0,-3567716159215.0,-3800680336042.0,-3990124835579.0,-3323654007240.0,-3525566104319.0,-3676520615627.0,-3877801773676.0,-4021451293027.0,-4037221679390.0,-4264252558124.0,-4388991508821.0,-4586432331589.0,-4837130710635.0,-4973851533151.0,-5125906638388.0,-5386488458860.0,-5644405755355.0,-5726034475702.0,-6002953388899.0,-6309236603630.0,-6616511648886.0,-6819889285517.0,-7174281567428.0,-7524459331417.0,-7901319893105.0,-8293751258593.0,-8728063268763.0,-9109849933394.0,-9539916194703.0
2. Tài sản cố định thuê tài chính,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176397140.0,182883070.0,161241278.0,159601016.0,158894065.0,146539767.0,265728940.0,325624621.0,325921750.0,730633347.0,690836108.0,655395177.0,635901576.0,595836958.0,540048491.0,510547733.0,724229980.0,645973398.0,582473293.0,264516657.0,244884619.0,545870029.0,521235948.0,968057029.0,841256821.0,740441475.0,1746009518.0,1633004965.0,1838546670.0,1737003927.0,2402260491.0,2692353405.0,2596467368.0,2463716693.0,2804850161.0,2978733181.0,3571371949.0,3656116414.0,3495231807.0,3177674790.0,2916435006.0,3024593397.0,2332698128.0,2482141875.0,3177472561.0,2845085816.0,2417060648.0,2122993365.0,3088289171.0,2902077617.0,2528271864.0,2823139478.0,2559686397.0,4842789874.0,4272874821.0,32931396849.0,30360484766.0,31623636433.0,29262160342.0,2911315411.0,2663721541.0
Nguyên giá,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182479800.0,211018897.0,197438259.0,208175180.0,221712568.0,219809549.0,357818686.0,442555431.0,475643528.0,927323115.0,924188960.0,928556557.0,966227088.0,965721579.0,925017994.0,948878019.0,1256589785.0,1172124293.0,866885421.0,307363915.0,309629182.0,794460808.0,686680240.0,1111399441.0,1023945231.0,958946192.0,2063328969.0,2048460190.0,2152427265.0,2400601505.0,3253550712.0,3558035672.0,3878454992.0,3446506943.0,4133528476.0,3685135675.0,4434648484.0,4702426443.0,4877814576.0,4777471909.0,4748885916.0,5208542803.0,5185644839.0,5306406073.0,6055465444.0,6057653223.0,5542367338.0,5410838484.0,5946929654.0,6031445271.0,5758380238.0,6266133543.0,5910495247.0,8002891607.0,7678966061.0,51051242343.0,52002232997.0,54439419528.0,54177548964.0,6789629164.0,6251200148.0
Giá trị hao mòn lũy kế,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6082660.0,-28135827.0,-36196981.0,-48574164.0,-62818503.0,-73269782.0,-92089746.0,-116930810.0,-149721778.0,-196689768.0,-233352852.0,-273161380.0,-330325512.0,-369884621.0,-384969503.0,-438330286.0,-532359805.0,-526150895.0,-284412128.0,-42847258.0,-64744563.0,-248590779.0,-165444292.0,-143342412.0,-182688410.0,-218504717.0,-317319451.0,-415455225.0,-313880595.0,-663597578.0,-851290221.0,-865682267.0,-1281987624.0,-982790250.0,-1328678315.0,-706402494.0,-863276535.0,-1046310029.0,-1382582769.0,-1599797119.0,-1832450910.0,-2183949406.0,-2852946711.0,-2824264198.0,-2877992883.0,-3212567407.0,-3125306690.0,-3287845119.0,-2858640483.0,-3129367654.0,-3230108374.0,-3442994065.0,-3350808850.0,-3160101733.0,-3406091240.0,-18119845494.0,-21641748231.0,-22815783095.0,-24915388622.0,-3878313753.0,-3587478607.0
3. Tài sản cố định vô hình,,,0.0,0.0,16174411694.0,15938726909.0,18899341114.0,23083126620.0,34018722338.0,34571052492.0,34365587096.0,40294862363.0,34687423431.0,40306340138.0,44291260502.0,46380858874.0,45224549795.0,52109697756.0,225878250011.0,235936212269.0,231410955957.0,244996006384.0,247015823352.0,265957458433.0,270929167923.0,272287085547.0,272844344480.0,264861615977.0,279164035248.0,269109800119.0,265412084379.0,265163548099.0,267989644426.0,250340249685.0,268782727548.0,272775876780.0,264871841793.0,301803730735.0,297976341516.0,302681291326.0,290549735654.0,319114014810.0,304027227627.0,300714301594.0,304947285606.0,456220888149.0,416327935106.0,399687140980.0,590037542654.0,658135845974.0,645045142248.0,832386084490.0,823284952903.0,1303585034755.0,1316205133097.0,1287370903240.0,1260561424991.0,1193931643291.0,1161769003900.0,1141615795798.0,1101276533243.0,1095369004232.0,1084776534257.0,1064378270830.0,1080083677247.0,1133060057847.0,1116739928531.0,1086053755844.0,1182193133366.0,1287060189954.0,1241552636223.0,1196343189731.0,1182003245562.0
Nguyên giá,,,0.0,0.0,20195047908.0,25682092625.0,31089848300.0,37834131714.0,47214924492.0,51418294265.0,54498555032.0,64485096073.0,62790117477.0,73144299136.0,81929122456.0,94957468122.0,99334786400.0,111545021013.0,287310223558.0,305906615090.0,308948493916.0,330556543243.0,341441824421.0,369498593725.0,383231765942.0,394034402615.0,402037002384.0,405930710343.0,430600676807.0,432866818574.0,438589769817.0,448920647048.0,462993877207.0,455514990082.0,486216585787.0,498949629279.0,498423648644.0,529387560020.0,540902166924.0,559832915850.0,565534238054.0,610345105736.0,614207569247.0,630340948748.0,654256980307.0,821227956626.0,804948429803.0,812311068186.0,1027305278148.0,1117419385566.0,1136457956217.0,1358444973347.0,1385727804951.0,1915362421263.0,1959468019972.0,1978393112992.0,1999727088005.0,1961932978088.0,1970828114897.0,1996980044176.0,1997678395625.0,2036967631495.0,2068303271666.0,2088341474878.0,2146287701198.0,2249106647011.0,2222310281274.0,2239012640597.0,2379486390828.0,2547883324785.0,2562391924094.0,2575691863740.0,2469668694327.0
Giá trị hao mòn lũy kế,,,0.0,0.0,-4020636214.0,-9743365716.0,-12190507186.0,-14751005094.0,-13196202154.0,-16847241773.0,-20132967936.0,-24190233710.0,-28102694046.0,-32837958998.0,-37637861954.0,-48576609248.0,-54110236605.0,-59435323257.0,-61431973547.0,-69970402821.0,-77537537959.0,-85560536859.0,-94426001069.0,-103541135292.0,-112302598019.0,-121747317068.0,-129192657904.0,-141069094366.0,-151436641559.0,-163757018455.0,-173177685438.0,-183757098949.0,-195004232781.0,-205174740397.0,-217433858239.0,-226173752499.0,-233551806851.0,-227583829285.0,-242925825408.0,-257151624524.0,-274984502400.0,-291231090926.0,-310180341620.0,-329626647154.0,-349309694701.0,-365007068477.0,-388620494697.0,-412623927206.0,-437267735494.0,-459283539592.0,-491412813969.0,-526058888857.0,-562442852048.0,-611777386508.0,-643262886875.0,-691022209752.0,-739165663014.0,-768001334797.0,-809059110997.0,-855364248378.0,-896401862382.0,-941598627263.0,-983526737409.0,-1023963204048.0,-1066204023951.0,-1116046589164.0,-1105570352743.0,-1152958884753.0,-1197293257462.0,-1260823134831.0,-1320839287871.0,-1379348674009.0,-1287665448765.0
III. Bất động sản đầu tư,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nguyên giá,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giá trị hao mòn lũy kế,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IV. Tài sản dở dang dài hạn,,,0.0,8144000000.0,17460701745.0,36564829276.0,56679209004.0,65173808823.0,113754307434.0,8203206064.0,15336690656.0,26248287297.0,33019151150.0,41657135543.0,213092229047.0,247801402379.0,282890207186.0,382945644656.0,408472888138.0,381478233945.0,405959788376.0,322496474075.0,380849284192.0,296129287250.0,366576426106.0,423085256440.0,443462871050.0,352562552619.0,400619250384.0,540996358701.0,551241593554.0,539051292757.0,575544783384.0,539102696803.0,571355806826.0,485000121306.0,563585951631.0,537241674698.0,536053403893.0,500322434680.0,547824777839.0,630307838143.0,776607169643.0,882477803298.0,924041795669.0,1005625686037.0,1016579242162.0,926793238354.0,836963883156.0,805559896217.0,970306572989.0,975399987091.0,1114004513698.0,1174778083753.0,1370823988622.0,1441726753683.0,1780992485408.0,1650470873492.0,2012880105534.0,2233265003791.0,2619085803954.0,2373393296565.0,2519515958397.0,2750511035739.0,2775668094067.0,1292046691473.0,1191129843047.0,1398360432350.0,955409408475.0,1062188521735.0,1240583037748.0,1758055535618.0,1328956674102.0
"1. Chi phí sản xuất, kinh doanh dở dang dài hạn",,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,14158968733.0,14160749733.0,14164294633.0,14238138008.0,50203400168.0,77732439710.0,100306131140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. chi phí xây dựng cơ bản dở dang,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500322434680.0,547824777839.0,630307838143.0,762448200910.0,868317053565.0,909877501036.0,991387548029.0,966375841994.0,849060798644.0,736657752016.0,805559896217.0,970306572989.0,975399987091.0,1114004513698.0,1174778083753.0,1370823988622.0,1441726753683.0,1780992485408.0,1650470873492.0,2012880105534.0,2233265003791.0,2619085803954.0,2373393296565.0,2519515958397.0,2750511035739.0,2775668094067.0,1292046691473.0,1191129843047.0,1398360432350.0,955409408475.0,1062188521735.0,1240583037748.0,1758055535618.0,1328956674102.0
V. Các khoản đầu tư tài chính dài hạn,3790000000.0,3906000000.0,5465000000.0,1296000000.0,21942012500.0,13327507500.0,17795852500.0,67795852500.0,113695852500.0,329695852500.0,341194096266.0,331513572696.0,338602630254.0,309487711986.0,294110710464.0,331116289663.0,332200918169.0,913208411681.0,1001276118229.0,758822491063.0,782868371027.0,1331933383130.0,899667079623.0,901655446495.0,901201752898.0,885742270022.0,861563271369.0,844588963505.0,842518748929.0,696635615937.0,710413686063.0,710763989062.0,713765714819.0,706727341936.0,713957792446.0,712241860447.0,716721207686.0,796508947185.0,798044036973.0,787760786572.0,785343869533.0,689880790536.0,687941279267.0,739068597834.0,747707523862.0,805462009802.0,814313827706.0,795947354919.0,785373395694.0,1787122979757.0,1850084969756.0,1925316091686.0,2000007909095.0,2202466649730.0,2289488224664.0,2347928008422.0,2479487378717.0,2496552054487.0,2579220701049.0,2451568314545.0,2529556438447.0,2605504854052.0,2804530745720.0,2649059504770.0,2754826446669.0,3100458973524.0,3311117191071.0,3130048656693.0,3360604292956.0,3251688307364.0,3257209895051.0,3045169826409.0,3223296628954.0
1. Đầu tư vào công ty con,,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"2. Đầu tư vào công ty liên kết, liên doanh",,,0.0,,0.0,1327507500.0,,,97195852500.0,307195852500.0,298078143766.0,285397620196.0,292086677754.0,262971759486.0,247594757964.0,260770672030.0,277462965669.0,379652376990.0,477801588288.0,503938368709.0,528016406122.0,715360291512.0,724205438072.0,716514190517.0,739046950578.0,718460936806.0,222023682495.0,223885671395.0,225044121840.0,210440925092.0,210049184562.0,215394259412.0,218723297308.0,225525036285.0,233663968770.0,232339447429.0,240222425545.0,251078173391.0,258318068882.0,258035878013.0,264108180665.0,271434002319.0,276850648326.0,276930524506.0,283225326745.0,289799251298.0,299993063403.0,301502449387.0,306433317342.0,1337458410712.0,1411807900711.0,1498426522640.0,1584505840050.0,1676231689527.0,1722401264461.0,1783341048219.0,1880920418514.0,1912712694571.0,1976755263785.0,1890355276994.0,1910490057651.0,1980817143237.0,2112400428879.0,1968017053885.0,1666577112307.0,2016470719587.0,2226875313670.0,2010791791855.0,2110592135654.0,2206534387270.0,2251512534598.0,1962107657781.0,2012251531833.0
3. Đầu tư khác vào công cụ vốn,,,5465000000.0,,0.0,12000000000.0,,,16500000000.0,22500000000.0,44295852500.0,47295852500.0,47695852500.0,47695852500.0,47695852500.0,71525517633.0,55917852500.0,559888966270.0,555171316270.0,262384891300.0,265354891300.0,628815829630.0,196586891300.0,201209852500.0,178652652500.0,186576652500.0,654681421546.0,656100921546.0,656531174209.0,663707798631.0,663401022090.0,663508051604.0,663475119446.0,663468944666.0,662559886406.0,662196137428.0,658779251996.0,703175738859.0,698151894475.0,695254807470.0,695530614297.0,610236272675.0,586335847019.0,653932954088.0,683430917721.0,756802393141.0,752562393141.0,751374260102.0,749270143582.0,749259852282.0,749294842700.0,749364823537.0,749521251289.0,793360844792.0,824643994517.0,847143994517.0,893623994517.0,893623994517.0,912250071864.0,865250071864.0,922165806267.0,927787136286.0,1202989742312.0,1344680826356.0,1797807709833.0,1931006629408.0,1965581621372.0,1997596608809.0,2261588722773.0,2386837295565.0,2364550933343.0,2432093749312.0,2562675236710.0
