Item,Q4 2007,Q4 2008,Q2 2009,Q4 2009,Q4 2010,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
TÀI SẢN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tài sản lưu động và đầu tư ngắn hạn,258426890714.0,278849211237.0,,406557069030.0,406083387103.0,400329657468.0,465851154613.0,421098785135.0,407430699989.0,382292822440.0,353744229843.0,353507521357.0,366687850853.0,367403823312.0,330554738785.0,341197513178.0,355535135947.0,349270307897.0,332512406510.0,347884954750.0,373725452570.0,370625570723.0,439825678654.0,557351570568.0,506319776998.0,539152419814.0,612542174173.0,700526501394.0,478327602711.0,425416198280.0,417864464897.0,430765214010.0,405585806589.0,410553459584.0,377674795499.0,404091909993.0,369373974493.0,336453834058.0,415331373597.0,417475696352.0,410426216179.0,441660708611.0,470083646974.0,502023534720.0,499666117556.0,458149113256.0,438063384077.0,515562158585.0,556982708978.0,512071370615.0,479558511974.0,511500942971.0,488642833269.0
I. Tiền và các khoản tương đương tiền,15360407463.0,28773001298.0,,48543842439.0,49229141377.0,31080981336.0,20855034896.0,50634165251.0,36024398149.0,52522392452.0,42035764800.0,60669474210.0,94175014557.0,84159499837.0,41895259617.0,31983951008.0,39284505806.0,28641949249.0,32208878526.0,46491524295.0,49750626502.0,53215432972.0,57064777107.0,65539774160.0,95920825329.0,57278241073.0,50003799613.0,111597710877.0,99730087152.0,123122338601.0,98617104911.0,132240947426.0,109995345231.0,133813375951.0,129260381017.0,98192833992.0,78529235789.0,55331816023.0,62845534397.0,54108806202.0,19039766039.0,35987930703.0,37785133265.0,38524681196.0,41680571665.0,44964375965.0,78245075702.0,78857025468.0,71487869936.0,86988471845.0,41236266154.0,57770868586.0,68909675557.0
1. Tiền,,,,38354879312.0,33994868784.0,19444836671.0,20202034896.0,37530030146.0,16447666360.0,33541593429.0,20378959169.0,33370165457.0,22813969014.0,25948743366.0,19625076543.0,16445951008.0,16336505806.0,9673949249.0,12340878526.0,33129524295.0,37388626502.0,32726228082.0,35599972295.0,43533851412.0,73052687994.0,32390027029.0,21175803310.0,92675714574.0,33083898130.0,30456149579.0,32636414709.0,64503303203.0,15630126007.0,68653284601.0,23757628786.0,35297216493.0,36019151217.0,17544073522.0,28945700707.0,33208972512.0,11939766039.0,29087930703.0,32885133265.0,34424681196.0,22880571665.0,27164375965.0,69645075702.0,71857025468.0,54487869936.0,40977761658.0,20209294437.0,27197753812.0,38850489874.0
2. Các khoản tương đương tiền,,,,10188963127.0,15234272593.0,11636144665.0,653000000.0,13104135105.0,19576731789.0,18980799023.0,21656805631.0,27299308753.0,71361045543.0,58210756471.0,22270183074.0,15538000000.0,22948000000.0,18968000000.0,19868000000.0,13362000000.0,12362000000.0,20489204890.0,21464804812.0,22005922748.0,22868137335.0,24888214044.0,28827996303.0,18921996303.0,66646189022.0,92666189022.0,65980690202.0,67737644223.0,94365219224.0,65160091350.0,105502752231.0,62895617499.0,42510084572.0,37787742501.0,33899833690.0,20899833690.0,7100000000.0,6900000000.0,4900000000.0,4100000000.0,18800000000.0,17800000000.0,8600000000.0,7000000000.0,17000000000.0,46010710187.0,21026971717.0,30573114774.0,30059185683.0
II. Các khoản đầu tư tài chính ngắn hạn,2491553400.0,7645038224.0,,3269583047.0,11223403986.0,4415283846.0,13709823412.0,10483795927.0,15934913268.0,10156560646.0,3924724759.0,14022755892.0,3598986651.0,37159473372.0,53865178142.0,70985678259.0,54995765119.0,62829576921.0,54353878382.0,63118800787.0,58247928476.0,30470904527.0,24343864637.0,30216102804.0,35549252190.0,40552211751.0,40582651542.0,31806040826.0,32320052028.0,50553095332.0,43302572019.0,36835412657.0,32490195367.0,28677797510.0,36690068176.0,31085704822.0,30935074783.0,44848385268.0,74767511584.0,83946763038.0,73035957385.0,76620904833.0,75902917970.0,84996869484.0,74014000000.0,59544000000.0,61324000000.0,76874000000.0,84874000000.0,78004000000.0,68104000000.0,59899000000.0,65675000000.0
1. Chứng khoán kinh doanh,,,,3269583047.0,11223403986.0,4415283846.0,13709823412.0,10483795927.0,15934913268.0,10156560646.0,3924724759.0,14022755892.0,3598986651.0,37159473372.0,54665178142.0,71785678259.0,55795765119.0,63629576921.0,55153878382.0,63918800787.0,59047928476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Dự phòng giảm giá chứng khoán kinh doanh,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-800000000.0,-800000000.0,-800000000.0,-800000000.0,-800000000.0,-800000000.0,-800000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Đầu tư nắm giữ đến ngày đáo hạn,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30470904527.0,24343864637.0,30216102804.0,35549252190.0,40552211751.0,40582651542.0,31806040826.0,32320052028.0,50553095332.0,43302572019.0,36835412657.0,32490195367.0,28677797510.0,36690068176.0,31085704822.0,30935074783.0,44848385268.0,74767511584.0,83946763038.0,73035957385.0,76620904833.0,75902917970.0,84996869484.0,74014000000.0,59544000000.0,61324000000.0,76874000000.0,84874000000.0,78004000000.0,68104000000.0,59899000000.0,65675000000.0
III. Các khoản phải thu ngắn hạn,126857621101.0,131822267743.0,131059169152.0,244916810838.0,215244507818.0,181810891606.0,173911705644.0,192584150704.0,157559418729.0,129935751243.0,141523749803.0,127900416076.0,136980468758.0,112577595412.0,117458646412.0,136278365221.0,132735619944.0,116549602991.0,103214273172.0,98433734546.0,152678011715.0,149687513632.0,188092500678.0,260891476041.0,187323192734.0,151642212398.0,233819047923.0,411516781126.0,257974569196.0,159784997444.0,200655733684.0,166577539055.0,193884983526.0,156103071436.0,131101815719.0,195774191416.0,205949109819.0,173190253281.0,182074651712.0,176994776533.0,231683103686.0,225211836792.0,200395044656.0,236053125830.0,290381590588.0,240265779720.0,179007422131.0,273251530587.0,326861522063.0,233233851805.0,281680112421.0,339607969384.0,294271775744.0
1. Phải thu ngắn hạn của khách hàng,,,105863938248.0,220309402711.0,195179467719.0,130843162502.0,112140074028.0,170867316744.0,131155249935.0,98999321854.0,127611601430.0,102342807056.0,87351890501.0,86469400564.0,105861546993.0,110805004130.0,131532554237.0,103136513478.0,100846429629.0,89542463537.0,142665359081.0,129278787697.0,142389655027.0,234858466247.0,147894548667.0,127059416010.0,215883277284.0,405624103127.0,260876782329.0,162579820624.0,199237966469.0,148878683945.0,179691361651.0,150248883778.0,118338017586.0,181416741603.0,196964267630.0,170840260148.0,154949698947.0,164811886199.0,223897716788.0,202739893889.0,175707971062.0,228042602797.0,296509125001.0,254894441148.0,187385600346.0,192216590984.0,244576497785.0,183826753700.0,273047298329.0,349411106667.0,298699368353.0
2. Trả trước cho người bán,,,18806134427.0,22084183694.0,19340940588.0,46246557264.0,56154039732.0,20351219451.0,21396025053.0,29418548347.0,12309473026.0,24389859295.0,8728544938.0,24979681134.0,9163881912.0,5587677943.0,4434996482.0,6458162196.0,6916769260.0,15195934094.0,19893952953.0,24767498449.0,48586988137.0,28687842288.0,40790873631.0,23613645232.0,17404772703.0,6456567290.0,5210278133.0,6536876603.0,9594152510.0,7049544322.0,13552539049.0,8395410583.0,16410999687.0,14429227662.0,15053037967.0,11275222672.0,24877806927.0,17202286667.0,18343944794.0,34393393300.0,34069394755.0,30468507720.0,20980276421.0,14580041922.0,18941471159.0,74079216425.0,72421182462.0,17576159128.0,15708500083.0,4938140629.0,5362773049.0
3. Phải thu nội bộ ngắn hạn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu theo tiến độ hợp đồng xây dựng,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải thu về cho vay ngắn hạn,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000000.0,300000000.0,300000000.0,300000000.0,300000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000000.0,0.0,355000000.0,355000000.0,355000000.0,120000000.0,0.0
6. Phải thu ngắn hạn khác,,,7641708215.0,3697999013.0,2331643760.0,6695030945.0,7512845184.0,3653561989.0,7296091221.0,4060755814.0,4905264757.0,4390608109.0,43179995992.0,4521348979.0,5136743473.0,24169250913.0,6462132472.0,17757869329.0,5103484747.0,4298027020.0,5272415238.0,9642273202.0,10489550269.0,10297300356.0,11388810301.0,12498478921.0,11195042256.0,10305965029.0,9623234845.0,8527276230.0,8904247797.0,27729943880.0,18409610799.0,14825345705.0,14611769656.0,17962782426.0,14572555847.0,11934581471.0,23718588114.0,16793110885.0,14852926316.0,13817923968.0,16587236536.0,10154699785.0,10598190890.0,8497298374.0,8440719393.0,38559651069.0,36224814321.0,58011665824.0,19105040856.0,14174448935.0,28815758653.0
7. Dự phòng phải thu ngắn hạn khó đòi,,,-1252611738.0,-1174774580.0,-1607544249.0,-1973859105.0,-1895253300.0,-2287947480.0,-2287947480.0,-2542874772.0,-3302589410.0,-3222858384.0,-2279962673.0,-3392835265.0,-2703525966.0,-4283567765.0,-9694063247.0,-10802942012.0,-9652410464.0,-10602690105.0,-15153715557.0,-14801045716.0,-13673692755.0,-13252132850.0,-13051039865.0,-11829327765.0,-10664044320.0,-10869854320.0,-17735726111.0,-17858976013.0,-17080633092.0,-17080633092.0,-17768527973.0,-17366568630.0,-18258971210.0,-18034560275.0,-20640751625.0,-20859811010.0,-21471442276.0,-21812507218.0,-25411484212.0,-25739374365.0,-25969557697.0,-32612684472.0,-37706001724.0,-37706001724.0,-37760368767.0,-31603927891.0,-26715972505.0,-26535726847.0,-26535726847.0,-29035726847.0,-38606124311.0
IV. Tổng hàng tồn kho,98168124893.0,91571392321.0,,94901109023.0,105080854418.0,145181713439.0,211791313663.0,128834912742.0,161581665709.0,161945018244.0,145355485958.0,125948043752.0,110184439457.0,116369644921.0,103347527688.0,83409002587.0,53965752607.0,65062981110.0,67209992999.0,67721750312.0,41261429159.0,69886156531.0,103976221479.0,134511954190.0,121090424074.0,213558413725.0,219506815600.0,124595040168.0,69553225228.0,72293404666.0,68475385546.0,85603501786.0,64121046030.0,83283343261.0,71309478782.0,71156731616.0,48210299897.0,53713209549.0,83375601696.0,89390886048.0,76805800353.0,90929264252.0,139441784356.0,127659690792.0,84006797535.0,99639559718.0,107043626300.0,80020886488.0,67668084242.0,107044740303.0,83690114194.0,51817500743.0,55378244800.0
1. Hàng tồn kho,,,,99744334811.0,110478009549.0,150571020170.0,217096950868.0,135760109131.0,168061814914.0,168573601468.0,153484208771.0,134076242388.0,125924206737.0,130443556054.0,116009296093.0,94873637045.0,63256461994.0,73137032514.0,75793911340.0,75344432339.0,50550923326.0,80233523093.0,114160330972.0,145741493331.0,134623301795.0,227039329874.0,232927494631.0,137978351826.0,85309205852.0,87982047121.0,81902539031.0,98785692821.0,79107359578.0,98257467455.0,83535379278.0,81842978230.0,61710726521.0,67146834841.0,96794920723.0,102796311470.0,91265678927.0,105324753018.0,153263911031.0,139466824098.0,95054373903.0,110679436146.0,118196581206.0,89776320208.0,77115969205.0,116483684426.0,93263443149.0,61785385793.0,65416025160.0
2. Dự phòng giảm giá hàng tồn kho,,,,-4843225788.0,-5397155131.0,-5389306731.0,-5305637205.0,-6925196389.0,-6480149205.0,-6628583224.0,-8128722813.0,-8128198636.0,-15739767280.0,-14073911133.0,-12661768405.0,-11464634458.0,-9290709387.0,-8074051404.0,-8583918341.0,-7622682027.0,-9289494167.0,-10347366562.0,-10184109493.0,-11229539141.0,-13532877721.0,-13480916149.0,-13420679031.0,-13383311658.0,-15755980624.0,-15688642455.0,-13427153485.0,-13182191035.0,-14986313548.0,-14974124194.0,-12225900496.0,-10686246614.0,-13500426624.0,-13433625292.0,-13419319027.0,-13405425422.0,-14459878574.0,-14395488766.0,-13822126675.0,-11807133306.0,-11047576368.0,-11039876428.0,-11152954906.0,-9755433720.0,-9447884963.0,-9438944123.0,-9573328955.0,-9967885050.0,-10037780360.0
V. Tài sản ngắn hạn khác,15549183857.0,19037511651.0,,14925723683.0,25305479504.0,37840787241.0,45583276998.0,38561760511.0,36330304134.0,27733099855.0,20904504523.0,24966831427.0,21748941430.0,17137609770.0,13988126926.0,18540516103.0,74553492471.0,76186197626.0,75525383431.0,72119144810.0,71787456718.0,67365563061.0,66348314753.0,66192263373.0,66436082671.0,76121340867.0,68629859495.0,21010928397.0,18749669107.0,19662362237.0,6813668737.0,9507813086.0,5094236435.0,8675871426.0,9313051805.0,7882448147.0,5750254205.0,9370169937.0,12268074208.0,13034464531.0,9861588716.0,12910772031.0,16558766727.0,14789167418.0,9583157768.0,13735397853.0,12443259944.0,6558716042.0,6091232737.0,6800306662.0,4848019205.0,2405604258.0,4408137168.0
1. Chi phí trả trước ngắn hạn,,,,2691066809.0,2828285011.0,2918677265.0,4624940124.0,4521024757.0,4323523987.0,4698211457.0,2583014492.0,3853482809.0,4247038459.0,4871723841.0,3400345302.0,5028151793.0,2844341471.0,3726425522.0,1936178050.0,3077472698.0,2334225011.0,2705269173.0,2433454228.0,3378063124.0,2341322361.0,3049057644.0,2405224205.0,3133591501.0,2364664472.0,2671876802.0,2564647495.0,4958391528.0,3207865865.0,4002650651.0,3915569797.0,4823285484.0,3025817570.0,4460125935.0,4021698578.0,5055380992.0,3405525511.0,4813815309.0,3977088166.0,4793651641.0,3641538929.0,5069113511.0,3485478353.0,4571508638.0,410479545.0,951367055.0,683662584.0,508507262.0,318711110.0
2. Thuế giá trị gia tăng được khấu trừ,,,,159912862.0,7199363886.0,6479503692.0,12459119145.0,6440015606.0,8696622964.0,7598854599.0,6139802168.0,5456747392.0,3862798150.0,3401335895.0,3735686706.0,2875688907.0,2416649714.0,4207286710.0,4287728757.0,3822354057.0,3851254382.0,6859302218.0,6539964324.0,5020268220.0,5862078404.0,9084428844.0,6512595154.0,4902332785.0,3403220795.0,4013654955.0,3966710809.0,4517560387.0,1648495148.0,4371012340.0,4663028748.0,3026834483.0,2720478866.0,4763016691.0,8122770185.0,7979083539.0,6456063205.0,8096956722.0,12577189601.0,9654730573.0,5897080838.0,8575727288.0,8957781591.0,1896210166.0,2535330671.0,5757942369.0,4164356621.0,1897096996.0,4089426058.0
3. Thuế và các khoản phải thu Nhà nước,,,,43149153.0,0.0,680998.0,8360879.0,12016278.0,34739942.0,31861171.0,31861171.0,31745670.0,1325722601.0,88227572.0,708839404.0,684340471.0,607329897.0,612515535.0,633342907.0,681887061.0,700049892.0,707398641.0,281303172.0,700339000.0,1139088877.0,6894261350.0,2618447107.0,31861171.0,38640900.0,33687540.0,282310433.0,31861171.0,237875422.0,302208435.0,734453260.0,32328180.0,3957769.0,147027311.0,123605445.0,0.0,0.0,0.0,4488960.0,340785204.0,44538001.0,90557054.0,0.0,90997238.0,3145422521.0,90997238.0,0.0,0.0,0.0
4. Giao dịch mua bán lại trái phiếu chính phủ,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Tài sản ngắn hạn khác,,,,12031594859.0,15277830607.0,28441925286.0,28490856850.0,27588703870.0,23275417241.0,15404172628.0,12149826692.0,15624855556.0,12313382220.0,8776322462.0,6143255514.0,9952334932.0,68685171389.0,67639969859.0,68668133717.0,64537430994.0,64901927433.0,57093593029.0,57093593029.0,57093593029.0,57093593029.0,57093593029.0,57093593029.0,12943142940.0,12943142940.0,12943142940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Tài sản cố định và đầu tư dài hạn,23301233855.0,87209347868.0,,96744338740.0,205811252324.0,245413894262.0,297938010398.0,341608665825.0,337520864569.0,326279801614.0,324572728427.0,316465612081.0,262751641822.0,254424325586.0,249835094533.0,240707204400.0,105625055520.0,98255690110.0,96432027856.0,93712084360.0,92314484586.0,91797162213.0,89772644063.0,87579262953.0,87056014197.0,87021630903.0,91351391885.0,92653239760.0,91003510466.0,107404999438.0,110468312364.0,93714425063.0,97117729019.0,98904492966.0,97095460821.0,96374735978.0,95560800564.0,105734790048.0,94936790049.0,94461554375.0,94502370911.0,91785445508.0,97122035082.0,103655556521.0,93734572410.0,94849756355.0,91134921143.0,88942448740.0,70275502150.0,78441772515.0,159149805023.0,161246883863.0,165928318049.0
I. Các khoản phải thu dài hạn,632591635.0,430921330.0,,0.0,0.0,1201924941.0,194261009.0,331724974.0,530647095.0,522067095.0,0.0,545402675.0,0.0,534914750.0,0.0,600237050.0,0.0,597959556.0,0.0,606398861.0,597983861.0,2328357375.0,2359721207.0,2385098858.0,2395217970.0,2909515754.0,2826087344.0,3030767594.0,3090965244.0,20803711205.0,21069464474.0,4631921503.0,4921583003.0,5114722803.0,5569755300.0,5736716000.0,5783016000.0,5856016000.0,5856016000.0,5832016000.0,5866619695.0,5862319695.0,5829069695.0,5829069695.0,5827118000.0,5827358000.0,5881858000.0,5836308000.0,16000000.0,46440000.0,35440000.0,35440000.0,1333676000.0
1. Phải thu dài hạn của khách hàng,,,,0.0,0.0,155498489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Vốn kinh doanh tại các đơn vị trực thuộc,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải thu dài hạn nội bộ,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải thu về cho vay dài hạn,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098957000.0,1098957000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000000.0
5. Phải thu dài hạn khác,,,,0.0,0.0,1046426452.0,194261009.0,331724974.0,530647095.0,522067095.0,0.0,545402675.0,0.0,534914750.0,0.0,600237050.0,0.0,597959556.0,0.0,606398861.0,597983861.0,2328357375.0,2359721207.0,2385098858.0,2395217970.0,2909515754.0,3031897344.0,3030767594.0,3296775244.0,21009521205.0,21275274474.0,4837731503.0,5127393003.0,5320532803.0,5775565300.0,5942526000.0,5988826000.0,5856016000.0,5856016000.0,5832016000.0,5866619695.0,5862319695.0,5829069695.0,5829069695.0,5827118000.0,5827358000.0,5881858000.0,5836308000.0,16000000.0,46440000.0,35440000.0,35440000.0,1273676000.0
6. Dự phòng phải thu dài hạn khó đòi,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1098957000.0,-1098957000.0,0.0,0.0,0.0,-205810000.0,0.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,-205810000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Tài sản cố định,,7548974522.0,,11524633289.0,68176039327.0,118491732293.0,125094427519.0,179481360516.0,222881034609.0,219103607904.0,217219355623.0,212435717148.0,211260986520.0,207715328553.0,214917202553.0,212799923683.0,86975945684.0,85458173762.0,84034715713.0,82392832427.0,81815750075.0,81492237032.0,80130901051.0,78691294879.0,78293628513.0,76889282240.0,80811160806.0,79320492119.0,77879416976.0,76576718663.0,75090497580.0,74149420591.0,73643365068.0,71714314291.0,70279329671.0,68853711792.0,67388241636.0,65924417463.0,64956589259.0,63901795310.0,63797209028.0,62737642827.0,61607617775.0,68087377369.0,59295501937.0,59566078892.0,58469448240.0,57420828302.0,62407233652.0,70501250964.0,71555462503.0,71156646056.0,72302681719.0
