Item,Q4 2005,Q4 2006,Q1 2007,Q2 2007,Q3 2007,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023,Q2 2023,Q3 2023
2. Chi phí phải trả dài hạn,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Phải trả nội bộ về vốn kinh doanh,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Phải trả nội bộ dài hạn,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Phải trả dài hạn khác,,,,,,,,,,,,4655549241.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85000000.0,0.0,140747967415.0,151213689314.0,147128181546.0,148959916474.0,150603331866.0,151902239593.0,153374110316.0,154536903943.0,155912187061.0,156595487061.0,169899983356.0,170409983356.0,174299710552.0,174608596356.0,178916914876.0,179751346126.0,183956720126.0,184627452626.0,188963510325.0,189701823825.0,189701823825.0,221263995846.0,225644825645.0,228325825645.0,833377044995.0,834602044995.0,836103044995.0,836713044995.0,837813044995.0,838373044995.0,839593044995.0,842625255495.0,706309744995.0,707133044995.0,707933044995.0,708183044995.0,846933044995.0,846959609995.0,850899609995.0,851633044995.0,853393044995.0,853843044995.0,857313044995.0,859193044995.0
6. Vay và nợ thuê tài chính dài hạn,,,,,,,,,,,,6814919030.0,,,201805755.0,201805755.0,201805755.0,0.0,0.0,0.0,2481000000.0,18943691311.0,32899772142.0,27788310630.0,27788310630.0,17088310630.0,0.0,0.0,0.0,0.0,0.0,0.0,770420000.0,4611518200.0,5346800000.0,13371959000.0,13985723000.0,14841306560.0,10140777848.0,14131882448.0,17668852448.0,14071782448.0,14845667736.0,13586057736.0,20354410479.0,170775864305.0,168567870268.0,146774259932.0,149296187932.0,107544783260.0,127956233596.0,107374623260.0,116852487253.0,93926487913.0,106241595456.0,74353052085.0,74352052085.0,73893756685.0,49658786997.0,34995769908.0,52880261475.0,152880261475.0,99134049026.0,101733342137.0,101733342137.0,101733342137.0,69871840722.0,66209196942.0,66209196941.0
7. Trái phiếu chuyển đổi,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Thuế thu nhập hoãn lại phải trả,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9. Dự phòng trợ cấp mất việc làm,,,,,,,,,,,,562929406.0,,,300692301.0,254564198.0,147872908.0,412134550.0,407701615.0,234855508.0,177935689.0,472802064.0,469023597.0,474290478.0,460130569.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Dự phòng phải trả dài hạn,,,,,,,,,,,,0.0,,,5545215807.0,3021243696.0,0.0,5153816437.0,5243651966.0,4310013800.0,4379654321.0,9531797362.0,7763577158.0,8991473939.0,9324809284.0,10403899874.0,11597890244.0,11036664312.0,12429643262.0,11056904540.0,7373891810.0,8563380681.0,8563380681.0,13565363070.0,13141740500.0,34921535142.0,42803156862.0,62640930585.0,80748302358.0,91142888625.0,93227258384.0,90939892410.0,93862932240.0,97514255267.0,107071112314.0,108172035204.0,93386085720.0,101127108074.0,111588909258.0,99967311823.0,84466256625.0,80896232358.0,79187912045.0,79180107346.0,67120343052.0,62882285702.0,61617130890.0,73866003893.0,69772299764.0,67731543857.0,66995032104.0,70826317475.0,58063917849.0,57491868302.0,52544513768.0,64928711708.0,56238304426.0,36621892695.0,42499873569.0
11. Doanh thu chưa thực hiện dài hạn,,,,,,,,,,,,0.0,,,0.0,0.0,5767457471.0,0.0,0.0,0.0,0.0,0.0,715016640.0,828566640.0,25934376579.0,30071408248.0,0.0,3567508440.0,24676229074.0,0.0,0.0,22500000000.0,0.0,15996770001.0,0.0,0.0,0.0,5516105816.0,0.0,1832333335.0,577083331.0,470833330.0,364583329.0,1407333328.0,4189583323.0,45833326.0,0.0,1149000000.0,0.0,0.0,0.0,1149000000.0,0.0,0.0,0.0,1149000000.0,0.0,0.0,0.0,1149000000.0,1149000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12. Quỹ phát triển khoa học và công nghệ,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B. Nguồn vốn chủ sở hữu,147107848166.0,219597806101.0,199131391377.0,208846855457.0,213560871759.0,293974445736.0,294201509846.0,279990572461.0,280511745272.0,291067963328.0,290625335670.0,279779596255.0,282528950147.0,292706436989.0,296388285365.0,283127622462.0,286942042676.0,299300814332.0,298356265568.0,284311557217.0,282702136644.0,294718695926.0,292682744539.0,285180402075.0,287286630953.0,292204036992.0,291873873582.0,286727001246.0,288098193525.0,295720161974.0,297117345950.0,292408340354.0,290391098925.0,297408624066.0,301402178664.0,299930651930.0,307939239011.0,313788453312.0,322072980470.0,308468951766.0,312703656385.0,316886857496.0,297688592812.0,307155840439.0,317226859611.0,328860149953.0,305151085848.0,312103800384.0,317644199390.0,326383275878.0,313135113367.0,313919891944.0,314558200732.0,324418966176.0,324646469843.0,312696762267.0,315176741154.0,333298536515.0,314999180503.0,317563177834.0,317948338951.0,328150131482.0,328168013167.0,329866004915.0,320715706038.0,330430628340.0,322145650989.0,322552850071.0,310627571723.0
I. Vốn chủ sở hữu,147107848166.0,219597806101.0,199131391377.0,208846855457.0,213337271759.0,293960445736.0,294194567846.0,279990572461.0,280505745272.0,291090463328.0,290648335670.0,279780096255.0,282529450147.0,292707936989.0,296273335365.0,283216845666.0,286927265880.0,299320814332.0,298356265568.0,284131557217.0,282522136644.0,294780695926.0,292709744539.0,285207402075.0,287286630953.0,292232036992.0,291873873582.0,286727001246.0,288101193525.0,295736161974.0,297117345950.0,292408340354.0,290391098925.0,297408624066.0,301402178664.0,299930651930.0,307939239011.0,313888453312.0,322072980470.0,308468951766.0,312703656385.0,316926086496.0,297688592812.0,307155840439.0,317226859611.0,324589143513.0,300880079408.0,307832793944.0,313373192950.0,323668472968.0,310420310457.0,313762039403.0,314400348191.0,324261113636.0,324630711943.0,312696762267.0,315176741154.0,333298536515.0,314999180503.0,317563177834.0,317948338951.0,328150131482.0,328168013167.0,329866004915.0,320715706038.0,330430628340.0,322145650989.0,322552850071.0,310627571723.0
1. Vốn đầu tư của chủ sở hữu,120000000000.0,149986000000.0,149986000000.0,149986000000.0,149986000000.0,179916300000.0,179916300000.0,179916300000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0,194300060000.0
2. Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,44895450000.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45084139829.0,45934610806.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0,45934846208.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,311178479.0,806739329.0,773487629.0,0.0,767887629.0,0.0,0.0,0.0,803119629.0,0.0,643540079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Cổ phiếu quỹ,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-27295000.0,-1328410941.0,-1328410941.0,-1328410941.0,-1328410941.0,-1328410941.0,-1328410941.0,-1328410941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-1241960941.0,-518708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-865460002.0,11962562.0,0.0,0.0,5594499253.0,4461892457.0,5899513572.0,5899513572.0,8413778935.0,8714895301.0,8756547930.0,8756439116.0,8470837422.0,7751302798.0,7751302798.0,7751302798.0,7751302798.0,8251269866.0,8265080673.0,8265080673.0,8265080673.0,8181923448.0,8473076981.0,8473076981.0,8473076981.0,8617668927.0,8617668927.0,8617668927.0,8617668927.0,8688236486.0,8688236486.0,8688236486.0,8688236486.0,7346145451.0,7294964623.0,7294964623.0,7294964623.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0,7141422139.0
8. Quỹ đầu tư phát triển,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30532063692.0,0.0,0.0,30599658544.0,32635579684.0,32293799476.0,27789514000.0,27789514000.0,30301832916.0,30301832916.0,30301832916.0,27789514000.0,28341060722.0,28341060722.0,28341060722.0,28341060722.0,28341060722.0,28341060722.0,30853379638.0,30853379638.0,30853379638.0,28341060722.0,28341060722.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0,36041305736.0
9. Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6117359771.0,0.0,0.0,6070391800.0,6497963888.0,6497963888.0,6497963888.0,6578496670.0,7071753777.0,7071753777.0,7071753777.0,7113084138.0,7548914173.0,7548914173.0,7548914173.0,7548914173.0,7619021031.0,7619021031.0,7619021031.0,7700245014.0,7700245014.0,7700245014.0,7700245014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,1168384877.0,19077924466.0,14871051851.0,35272107339.0,34961853089.0,35735340718.0,34961853089.0,44566348162.0,35310649496.0,34612425061.0,33590182090.0,690119629.0,36649423463.0,37066815485.0,516954845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,25966758289.0,50561176635.0,33990456047.0,22809303789.0,27643226041.0,33440650018.0,33680372128.0,10639769299.0,6026880776.0,18610939208.0,18387934892.0,4573454104.0,7369387546.0,18639482447.0,21207268555.0,6216203035.0,9993263628.0,21296598303.0,21384123553.0,2716218064.0,1106797491.0,10851091410.0,10950012212.0,2418640362.0,4497978054.0,9728985787.0,10090357001.0,4873377807.0,6247570086.0,11370219619.0,12170212544.0,7447396141.0,7942473628.0,12868085559.0,16944043272.0,15181363005.0,23189950086.0,29139164387.0,37179099599.0,23575070895.0,27809775514.0,32032205625.0,12724144382.0,22191392009.0,32262411181.0,39624695083.0,17257722013.0,24261617377.0,29802016383.0,40097296401.0,27002676374.0,30344405320.0,30982714108.0,40843479553.0,41213077860.0,29279128184.0,31759107071.0,49880902432.0,31581546420.0,34145543751.0,34530704868.0,44732497399.0,44750379084.0,46448370832.0,37298071955.0,47012994257.0,38728016906.0,39135215988.0,27209937640.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200890902.0,,,,6687320340.0,,,,7897552084.0,,,,12470482178.0,,,40211269630.0,22675967532.0,,,553958379.0,26721468317.0,,,,31495117549.0,,,31470922684.0,41874004776.0,,,,38168596126.0,27209937640.0
LNST chưa phân phối kỳ này,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13980472103.0,,,,16887750555.0,,,,14293839925.0,,,,11791135199.0,,,-13208593256.0,7668437788.0,,,40659119481.0,2557659867.0,,,,2650426202.0,,,13279456400.0,4574366056.0,,,,966619862.0,0.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,223600000.0,14000000.0,6942000.0,0.0,6000000.0,-22500000.0,-23000000.0,-500000.0,-500000.0,-1500000.0,114950000.0,-89223204.0,14776796.0,-20000000.0,0.0,180000000.0,180000000.0,-62000000.0,-27000000.0,-27000000.0,0.0,-28000000.0,0.0,0.0,-3000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000000.0,0.0,0.0,0.0,-39229000.0,0.0,0.0,0.0,4271006440.0,4271006440.0,4271006440.0,4271006440.0,2714802910.0,2714802910.0,157852541.0,157852541.0,157852540.0,15757900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,223600000.0,14000000.0,6942000.0,0.0,6000000.0,-22500000.0,-23000000.0,-500000.0,-500000.0,-1500000.0,114950000.0,-89223204.0,14776796.0,-20000000.0,0.0,180000000.0,180000000.0,-62000000.0,-27000000.0,-27000000.0,0.0,-28000000.0,0.0,0.0,-3000000.0,-16000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100000000.0,0.0,0.0,0.0,-39229000.0,0.0,0.0,0.0,4271006440.0,4271006440.0,4271006440.0,4271006440.0,2714802910.0,2714802910.0,157852541.0,157852541.0,157852540.0,15757900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,322433827908.0,528688434052.0,539466676470.0,551605999230.0,625263606860.0,506780517923.0,508648991273.0,414655023838.0,389485515648.0,431030455733.0,449902235711.0,418620918385.0,416239039808.0,466737590725.0,490384637446.0,479628723579.0,508513382796.0,511893887316.0,516919634969.0,492136997333.0,463457736554.0,642754553029.0,573902013885.0,590371397310.0,642902689982.0,663946591833.0,559947788117.0,579412011618.0,628694484288.0,634140686901.0,658328729819.0,670248822184.0,710971159529.0,808274551356.0,932320484918.0,1118758667786.0,1279366880055.0,1453191947966.0,1359054942765.0,1220024629373.0,1078613562861.0,1096272243584.0,1083198011272.0,1307715231025.0,1971874584617.0,1865228180441.0,2060652687609.0,1863644089987.0,1945643904023.0,2349415676605.0,2360243065370.0,2087144034912.0,2058054210138.0,2303670867855.0,2260989940209.0,2119108030078.0,2255826937244.0,2154201892916.0,2089543365306.0,1927502918751.0,1926078403966.0,2428480708638.0,2313265400716.0,2254570346641.0,2224472298546.0,2346151699672.0,2351944408249.0,2250930499549.0,2221396273950.0
