Item,Q4 2007,Q1 2008,Q2 2008,Q3 2008,Q4 2008,Q1 2009,Q2 2009,Q3 2009,Q4 2009,Q1 2010,Q2 2010,Q3 2010,Q4 2010,Q1 2011,Q2 2011,Q3 2011,Q4 2011,Q1 2012,Q2 2012,Q3 2012,Q4 2012,Q1 2013,Q2 2013,Q3 2013,Q4 2013,Q1 2014,Q2 2014,Q3 2014,Q4 2014,Q1 2015,Q2 2015,Q3 2015,Q4 2015,Q1 2016,Q2 2016,Q3 2016,Q4 2016,Q1 2017,Q2 2017,Q3 2017,Q4 2017,Q1 2018,Q2 2018,Q3 2018,Q4 2018,Q1 2019,Q2 2019,Q3 2019,Q4 2019,Q1 2020,Q2 2020,Q3 2020,Q4 2020,Q1 2021,Q2 2021,Q3 2021,Q4 2021,Q1 2022,Q2 2022,Q3 2022,Q4 2022,Q1 2023
I. Vốn chủ sở hữu,26638179459.0,26706828170.0,27834532982.0,28549398667.0,27004921973.0,27574827506.0,29043629006.0,29994283784.0,29623793660.0,29678198305.0,30608414020.0,31308957408.0,29866769872.0,31866151915.0,32540255459.0,32589109498.0,32534430532.0,32895449609.0,34721970814.0,36017398869.0,37790818960.0,36776566174.0,39587838838.0,39633873559.0,42009038085.0,40955562193.0,43415087547.0,46668775949.0,46647465636.0,57249107777.0,59831735200.0,62966830394.0,66959524331.0,66070829043.0,69935698807.0,65972825083.0,82778631863.0,80689541643.0,83439566302.0,86208892888.0,84785915345.0,83684707506.0,86819816543.0,90848443807.0,86952874174.0,75321313760.0,67368212111.0,68409500981.0,73603069789.0,69148459127.0,66623616681.0,63171478034.0,69195521781.0,66269487413.0,64491927395.0,65094830412.0,70906364699.0,70921562314.0,65254070887.0,59211620247.0,71964057887.0,68343274192.0
1. Vốn đầu tư của chủ sở hữu,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0,27657870000.0,27657870000.0,27657870000.0,29317240000.0,29317240000.0,29317240000.0,29317240000.0,29317240000.0,29317240000.0,29317240000.0,30781530000.0,30781530000.0,30781530000.0,30781530000.0,30781530000.0,30781530000.0,40015980000.0,44815020000.0,44815020000.0,44815020000.0,44815020000.0,44815020000.0,44815020000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0,54674320000.0
2. Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0,3816120000.0
3. Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4. Vốn khác của chủ sở hữu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5. Cổ phiếu quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6. Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7. Chênh lệch tỷ giá hối đoái,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8. Quỹ đầu tư phát triển,1348513252.0,0.0,0.0,0.0,1590255766.0,0.0,0.0,0.0,1499127453.0,0.0,0.0,1499127453.0,1499127453.0,1711127453.0,1711127453.0,1711127453.0,1644689627.0,1644689627.0,1626034479.0,1594668628.0,1594668628.0,1849668628.0,1849668628.0,1849668628.0,1849668628.0,2249283628.0,2249283628.0,2249283628.0,2249283628.0,3740564835.0,4836546835.0,4836546835.0,4836546835.0,6260690835.0,6260690835.0,6260690835.0,6260690835.0,0.0,7555420835.0,7555420835.0,7555420835.0,8788636835.0,8788636835.0,8788636835.0,8788636835.0,10049658235.0,10049658235.0,10049658235.0,10049658235.0,10049658235.0,6549658235.0,6549658235.0,6549658235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0,6929018235.0
9. Quỹ dự phòng tài chính,289666207.0,0.0,0.0,0.0,414666207.0,0.0,0.0,0.0,624666207.0,0.0,0.0,624666207.0,624666207.0,836666207.0,836666207.0,836666207.0,836666207.0,836666207.0,836666207.0,836666207.0,836666207.0,1091666207.0,1091666207.0,1091666207.0,1091666207.0,1491281207.0,1491281207.0,1491281207.0,1491281207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7555420835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10. Quỹ khác thuộc vốn chủ sở hữu,0.0,1638179459.0,1638179459.0,1638179459.0,0.0,2004921973.0,2004921973.0,2004921973.0,0.0,2123793660.0,2123793660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11. Lợi nhuận sau thuế chưa phân phối,0.0,68648711.0,1196353523.0,1911219208.0,0.0,569905533.0,2038707033.0,2989361811.0,2500000000.0,2554404645.0,3484620360.0,4185163748.0,2742976212.0,1660488255.0,2334591799.0,2383445838.0,735834698.0,1096853775.0,2942030128.0,4268824034.0,6042244125.0,4517991339.0,7329264003.0,5911008724.0,8286173250.0,6433467358.0,8892992712.0,12146681114.0,12125370801.0,13492562942.0,10180168365.0,13315263559.0,17307957496.0,14995118208.0,18859987972.0,14897114248.0,18027501028.0,14643680808.0,17393705467.0,20163032053.0,18740054510.0,16405630671.0,19540739708.0,23569366972.0,19673797339.0,6781215525.0,-1171886124.0,-130597254.0,5062971554.0,608360892.0,1583518446.0,-1868620201.0,4155423546.0,850029178.0,-927530840.0,-324627823.0,5486906464.0,5502104079.0,-165387348.0,-6207837988.0,6544599652.0,2923815957.0
LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,2966523201.0,2966523201.0,2966523201.0,11802459496.0,11802459496.0,5080206496.0,5080206496.0,13086484028.0,13086484028.0,13086484028.0,6525565628.0,13624501735.0,13624501735.0,13624501735.0,7063583335.0,13676775939.0,13676775939.0,13676775939.0,13676775939.0,13676775939.0,5829255554.0,361823554.0,361823554.0,3276063546.0,3276063546.0,3276063546.0,3276063546.0,5486906464.0,5486906464.0,5486906464.0,5486906464.0,5486906464.0
LNST chưa phân phối kỳ này,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,7213645164.0,10348740358.0,14341434295.0,3192658712.0,7057528476.0,9816907752.0,12947294532.0,1557196780.0,4307221439.0,7076548025.0,12214488882.0,2781128936.0,5916237973.0,9944865237.0,12610214004.0,-6895560414.0,-14848662063.0,-13807373193.0,-8613804385.0,-13068415047.0,-4245737108.0,-2230443755.0,3793599992.0,-2426034368.0,-4203594386.0,-3600691369.0,2210842918.0,15197615.0,-5652293812.0,-11694744452.0,1057693188.0,-2563090507.0
12. Nguồn vốn đầu tư xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13. Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14. Lợi ích của cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
II. Nguồn kinh phí và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1. Nguồn kinh phí ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2. Nguồn kinh phí đã hình thành tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3. Quỹ dự phòng trợ cấp mất việc làm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TỔNG CỘNG NGUỒN VỐN,35748925687.0,32132042907.0,38055855002.0,36131048359.0,34469551361.0,34587119739.0,40918028353.0,40785925973.0,40463782480.0,37500292303.0,43315289362.0,46755222912.0,44000245902.0,41801137399.0,45067024234.0,48304095821.0,45148347694.0,41457775326.0,48195658556.0,49100443013.0,55564897562.0,57480414490.0,66871587150.0,78240447937.0,91970733937.0,80609697355.0,97058458444.0,114829628351.0,115253482244.0,130915588710.0,121557366115.0,128689977550.0,146031542738.0,145559160345.0,195256520758.0,198019541841.0,185978648197.0,184452638516.0,203135934799.0,194189302180.0,200124468589.0,254965966379.0,242006180319.0,231108621324.0,214240579368.0,183211298596.0,193247679582.0,196939067918.0,213579211993.0,182626787337.0,168224817389.0,182511133248.0,192364520933.0,138055455432.0,172044754313.0,175580958822.0,253322767418.0,272068152536.0,249229320685.0,202566057580.0,183740282014.0,170549294000.0
